,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
97067,1573,C50,Rated Bullet game,"Italian Game: Giuoco Pianissimo, Normal",1-0,Normal,60+0,1581,,,,Bullet,Italian Game,8617,8,1577.0
97077,1440,A81,Rated Bullet game,Dutch Defense: Fianchetto Attack,0-1,Normal,120+1,1502,,,,Bullet,Dutch Defense,1126,62,1471.0
97081,1609,A00,Rated Bullet game,Mieses Opening,0-1,Normal,60+0,1539,,,,Bullet,Mieses Opening,881,-70,1574.0
97082,1458,B40,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit Deferred,0-1,Time forfeit,60+0,1485,,,,Bullet,Sicilian Defense,27238,27,1471.5
97106,1554,A40,Rated Bullet game,Horwitz Defense,1-0,Time forfeit,120+1,1500,,,,Bullet,Horwitz Defense,2191,-54,1527.0
97110,1283,C23,Rated Bullet game,Bishop's Opening,1-0,Normal,60+0,1354,,,,Bullet,Bishop's Opening,2817,71,1318.5
97119,1470,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,120+1,1418,,,,Bullet,Van't Kruijs Opening,2719,-52,1444.0
97130,1301,B07,Rated Bullet game,Pirc Defense #4,1-0,Time forfeit,60+0,1313,,,,Bullet,Pirc Defense,2814,12,1307.0
97131,1328,C02,Rated Bullet game,French Defense: Advance Variation #2,0-1,Normal,60+0,1363,,,,Bullet,French Defense,13036,35,1345.5
97147,1355,B50,Rated Bullet game,Sicilian Defense,0-1,Normal,120+1,1290,,,,Bullet,Sicilian Defense,27238,-65,1322.5
97153,1562,C41,Rated Bullet game,Philidor Defense #2,1-0,Normal,60+0,1531,,,,Bullet,Philidor Defense,5391,-31,1546.5
97174,1690,C00,Rated Bullet game,French Defense: La Bourdonnais Variation,1-0,Time forfeit,120+1,1687,,,,Bullet,French Defense,13036,-3,1688.5
97177,1349,D00,Rated Bullet game,Blackmar-Diemer Gambit,1-0,Time forfeit,60+0,1285,,,,Bullet,Blackmar-Diemer Gambit,631,-64,1317.0
97249,1621,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,1/2-1/2,Normal,60+0,1583,,,,Bullet,Queen's Gambit Declined,2704,-38,1602.0
97260,1616,C01,Rated Bullet game,French Defense: Exchange Variation,0-1,Normal,60+0,1558,,,,Bullet,French Defense,13036,-58,1587.0
97267,1648,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,1-0,Normal,60+0,1637,,,,Bullet,Queen's Gambit Declined,2704,-11,1642.5
97272,1639,B07,Rated Bullet game,Pirc Defense #5,1-0,Normal,60+0,1655,,,,Bullet,Pirc Defense,2814,16,1647.0
97273,1644,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,1-0,Time forfeit,60+0,1654,,,,Bullet,Queen's Gambit Declined,2704,10,1649.0
97274,1558,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,1-0,Time forfeit,60+0,1648,,,,Bullet,Sicilian Defense,27238,90,1603.0
97275,1427,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",1-0,Time forfeit,60+0,1413,,,,Bullet,King's Gambit Declined,743,-14,1420.0
97288,1406,C20,Rated Bullet game,King's Pawn Game: Alapin Opening,1-0,Normal,60+0,1434,,,,Bullet,King's Pawn Game,6903,28,1420.0
97292,1703,D00,Rated Bullet game,Queen's Pawn Game,0-1,Time forfeit,120+1,1669,,,,Bullet,Queen's Pawn Game,13096,-34,1686.0
97310,1475,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,0-1,Normal,120+1,1496,,,,Bullet,Sicilian Defense,27238,21,1485.5
97329,1665,B32,Rated Bullet game,Sicilian Defense: Open #3,1-0,Normal,60+0,1588,,,,Bullet,Sicilian Defense,27238,-77,1626.5
97330,1531,A43,Rated Bullet game,Old Benoni Defense,1-0,Normal,60+0,1536,,,,Bullet,Old Benoni Defense,867,5,1533.5
97332,1167,A40,Rated Bullet tournament https://lichess.org/tournament/UpXLdqmH,Horwitz Defense,1-0,Time forfeit,30+0,2028,,,,Bullet,Horwitz Defense,2191,861,1597.5
97342,1500,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,120+1,1534,,,,Bullet,Caro-Kann Defense,6878,34,1517.0
97355,1504,A60,Rated Bullet game,Benoni Defense: Modern Variation,1-0,Time forfeit,60+0,1517,,,,Bullet,Benoni Defense,1124,13,1510.5
97360,1547,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,60+0,1514,,,,Bullet,Van't Kruijs Opening,2719,-33,1530.5
97366,1343,C57,Rated Bullet game,"Italian Game: Two Knights Defense, Knight Attack",0-1,Time forfeit,60+0,1302,,,,Bullet,Italian Game,8617,-41,1322.5
97369,1427,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Normal,60+0,1360,,,,Bullet,Robatsch (Modern) Defense,867,-67,1393.5
97371,1642,B10,Rated Bullet game,Caro-Kann Defense,0-1,Time forfeit,120+1,1560,,,,Bullet,Caro-Kann Defense,6878,-82,1601.0
97386,1453,A11,Rated Bullet game,English Opening: Caro-Kann Defensive System,0-1,Time forfeit,60+0,1484,,,,Bullet,English Opening,7494,31,1468.5
97399,1590,B07,Rated Bullet game,Pirc Defense: Byrne Variation,1-0,Normal,60+0,1611,,,,Bullet,Pirc Defense,2814,21,1600.5
97406,1414,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,60+0,1410,,,,Bullet,Van't Kruijs Opening,2719,-4,1412.0
97418,1444,A10,Rated Bullet tournament https://lichess.org/tournament/Y7qRvaiE,English Opening: Anglo-Dutch Defense,1-0,Normal,60+0,1437,,,,Bullet,English Opening,7494,-7,1440.5
97426,1644,B02,Rated Bullet game,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",0-1,Normal,0+4,1703,,,,Bullet,Alekhine Defense,2101,59,1673.5
97450,1338,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,0-1,Time forfeit,60+0,1378,,,,Bullet,Sicilian Defense,27238,40,1358.0
97454,1342,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Time forfeit,60+0,1364,,,,Bullet,Queen's Pawn Game,13096,22,1353.0
97463,1675,E12,Rated Bullet game,Queen's Indian Defense: Kasparov Variation,0-1,Time forfeit,60+0,1651,,,,Bullet,Queen's Indian Defense,220,-24,1663.0
97474,1343,B10,Rated Bullet game,Caro-Kann Defense,1-0,Normal,120+1,1286,,,,Bullet,Caro-Kann Defense,6878,-57,1314.5
97481,1445,A80,Rated Bullet game,Dutch Defense,1-0,Normal,60+0,1439,,,,Bullet,Dutch Defense,1126,-6,1442.0
97511,1382,B10,Rated Bullet tournament https://lichess.org/tournament/BCmRKNRq,Caro-Kann Defense,1-0,Normal,60+0,1464,,,,Bullet,Caro-Kann Defense,6878,82,1423.0
97521,1328,C40,Rated Bullet game,King's Pawn Game: Busch-Gass Gambit,1-0,Time forfeit,60+0,1309,,,,Bullet,King's Pawn Game,6903,-19,1318.5
97526,1644,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Normal,120+1,1567,,,,Bullet,Queen's Pawn Game,13096,-77,1605.5
97535,1515,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,1441,,,,Bullet,Hungarian Opening,2313,-74,1478.0
97560,1486,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Normal,60+0,1558,,,,Bullet,Van't Kruijs Opening,2719,72,1522.0
97578,1295,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,0-1,Normal,120+1,1332,,,,Bullet,Queen's Gambit Declined,2704,37,1313.5
97594,1312,A40,Rated Bullet game,Queen's Pawn,0-1,Normal,120+1,1444,,,,Bullet,Queen's Pawn Game,1407,132,1378.0
97595,2113,C46,Rated Bullet tournament https://lichess.org/tournament/YReGq1iU,Three Knights Opening,0-1,Normal,60+0,1279,,,,Bullet,Three Knights Opening,1268,-834,1696.0
97603,1461,D43,Rated Bullet tournament https://lichess.org/tournament/59Oiqx7r,Semi-Slav Defense,1-0,Normal,60+1,1517,,,,Bullet,Semi-Slav Defense,1054,56,1489.0
97620,1533,C00,Rated Bullet game,French Defense: Two Knights Variation,0-1,Normal,120+1,1542,,,,Bullet,French Defense,13036,9,1537.5
97626,1406,A40,Rated Bullet game,English Defense #2,1-0,Time forfeit,60+0,1431,,,,Bullet,English Defense,795,25,1418.5
97634,1757,B25,Rated Bullet game,"Sicilian Defense: Closed Variation, Traditional",1-0,Time forfeit,60+1,1619,,,,Bullet,Sicilian Defense,27238,-138,1688.0
97641,1700,A21,Rated Bullet game,"English Opening: King's English Variation, Reversed Sicilian",1-0,Time forfeit,60+0,1657,,,,Bullet,English Opening,7494,-43,1678.5
97651,1691,B02,Rated Bullet game,"Alekhine Defense: Mokele Mbembe, Vavra Defense",0-1,Time forfeit,60+0,1686,,,,Bullet,Alekhine Defense,2101,-5,1688.5
97652,1588,C58,Rated Bullet game,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",0-1,Normal,120+1,1559,,,,Bullet,Italian Game,8617,-29,1573.5
97665,1777,A00,Rated UltraBullet tournament https://lichess.org/tournament/vMi3QOTi,Mieses Opening,0-1,Time forfeit,15+0,1458,,,,Bullet,Mieses Opening,881,-319,1617.5
97667,1489,A04,Rated Bullet game,Zukertort Opening: Queen's Gambit Invitation,1-0,Normal,60+0,1482,,,,Bullet,Zukertort Opening,3388,-7,1485.5
97673,1403,C21,Rated Bullet game,Center Game #2,1-0,Normal,120+1,1518,,,,Bullet,Center Game,1393,115,1460.5
97681,1373,B02,Rated Bullet game,Alekhine Defense: Brooklyn Variation,1-0,Time forfeit,120+1,1308,,,,Bullet,Alekhine Defense,2101,-65,1340.5
97682,1583,B56,Rated Bullet game,Sicilian Defense: Classical Variation,1-0,Time forfeit,120+1,1539,,,,Bullet,Sicilian Defense,27238,-44,1561.0
97689,1679,C00,Rated Bullet game,French Defense,1-0,Normal,60+0,1671,,,,Bullet,French Defense,13036,-8,1675.0
97703,1488,C20,Rated Bullet game,King's Pawn Game: Wayward Queen Attack,1-0,Normal,60+0,1480,,,,Bullet,King's Pawn Game,6903,-8,1484.0
97716,1593,C20,Rated Bullet game,King's Pawn Game: Napoleon Attack,0-1,Normal,60+0,1423,,,,Bullet,King's Pawn Game,6903,-170,1508.0
97727,1560,B50,Rated Bullet game,Sicilian Defense,1-0,Time forfeit,60+0,1571,,,,Bullet,Sicilian Defense,27238,11,1565.5
97735,1382,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #2,0-1,Time forfeit,120+1,1412,,,,Bullet,Nimzo-Larsen Attack,2228,30,1397.0
97759,1544,B01,Rated Bullet game,Scandinavian Defense: Blackburne-Kloosterboer Gambit,0-1,Normal,60+0,1570,,,,Bullet,Scandinavian Defense,7890,26,1557.0
97786,1436,C00,Rated Bullet game,French Defense: Knight Variation,1-0,Normal,120+1,1444,,,,Bullet,French Defense,13036,8,1440.0
97792,1420,D30,Rated Bullet game,Queen's Gambit Declined,0-1,Normal,120+0,1507,,,,Bullet,Queen's Gambit Declined,4145,87,1463.5
97801,1639,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,1626,,,,Bullet,Scandinavian Defense,7890,-13,1632.5
97829,1500,A00,Rated Bullet game,Mieses Opening,0-1,Normal,60+0,1477,,,,Bullet,Mieses Opening,881,-23,1488.5
97830,1618,B06,Rated Bullet game,Modern Defense,1-0,Normal,60+0,1644,,,,Bullet,Modern Defense,3666,26,1631.0
97840,1494,C55,Rated Bullet game,"Italian Game: Two Knights Defense, Perreux Variation",1-0,Time forfeit,60+0,1535,,,,Bullet,Italian Game,8617,41,1514.5
97845,1543,A00,Rated Bullet game,Ware Opening,1-0,Normal,60+0,1579,,,,Bullet,Ware Defense,185,36,1561.0
97848,1445,A00,Rated Bullet game,Anderssen Opening,1-0,Normal,60+0,1458,,,,Bullet,Anderssen Opening,119,13,1451.5
97864,1632,D00,Rated Bullet game,Queen's Pawn Game #2,0-1,Normal,60+0,1616,,,,Bullet,Queen's Pawn Game,13096,-16,1624.0
97880,1285,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,1-0,Normal,120+1,1328,,,,Bullet,Queen's Pawn Game,13096,43,1306.5
97883,1346,A40,Rated Bullet tournament https://lichess.org/tournament/P8MKUBaJ,Englund Gambit,1-0,Normal,60+1,1500,,,,Bullet,Englund Gambit,651,154,1423.0
97897,1448,A85,Rated Bullet game,Dutch Defense: Queen's Knight Variation,0-1,Time forfeit,60+0,1325,,,,Bullet,Dutch Defense,1126,-123,1386.5
97907,1362,B20,Rated Bullet game,Sicilian Defense: Lasker-Dunne Attack,0-1,Normal,60+0,1366,,,,Bullet,Sicilian Defense,27238,4,1364.0
97911,1612,E60,Rated Bullet game,"Indian Game: Anti-GrÃ¼nfeld, Advance Variation",0-1,Time forfeit,120+1,1575,,,,Bullet,Indian Game,4090,-37,1593.5
97916,1310,C34,Rated Bullet game,"King's Gambit Accepted, Schallopp Defense",0-1,Normal,120+1,1318,,,,Bullet,King's Gambit Accepted,1706,8,1314.0
97924,1566,C00,Rated Bullet game,French Defense #2,0-1,Time forfeit,60+0,1570,,,,Bullet,French Defense,13036,4,1568.0
97937,1333,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1370,,,,Bullet,Scandinavian Defense,7890,37,1351.5
97939,1545,D32,Rated Bullet game,Tarrasch Defense: Symmetrical Variation,0-1,Normal,120+1,1502,,,,Bullet,Tarrasch Defense,312,-43,1523.5
97964,1528,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,60+2,1565,,,,Bullet,Caro-Kann Defense,6878,37,1546.5
97967,1359,C50,Rated Bullet game,Italian Game,0-1,Time forfeit,60+0,1392,,,,Bullet,Italian Game,8617,33,1375.5
97995,1236,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Time forfeit,60+0,1400,,,,Bullet,Sicilian Defense,27238,164,1318.0
98003,1367,C20,Rated Bullet game,Bishop's Opening: Boi Variation,1-0,Normal,60+0,1353,,,,Bullet,Bishop's Opening,2817,-14,1360.0
98005,1848,B20,Rated Bullet game,Sicilian Defense,0-1,Time forfeit,120+1,1335,,,,Bullet,Sicilian Defense,27238,-513,1591.5
98025,1882,C00,Rated Bullet tournament https://lichess.org/tournament/P8MKUBaJ,Rat Defense: Small Center Defense,1-0,Time forfeit,60+1,1510,,,,Bullet,Rat Defense,755,-372,1696.0
98043,1586,C42,Rated Bullet game,Petrov's Defense,0-1,Normal,120+1,1588,,,,Bullet,Petrov Defense,832,2,1587.0
98054,1585,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,1-0,Normal,60+0,1605,,,,Bullet,Queen's Pawn Game,13096,20,1595.0
98068,1671,D06,Rated Bullet game,Queen's Gambit,1-0,Time forfeit,60+0,1659,,,,Bullet,Queen's Gambit,151,-12,1665.0
98075,1410,B07,Rated Bullet game,Pirc Defense #4,0-1,Normal,60+0,1403,,,,Bullet,Pirc Defense,2814,-7,1406.5
98092,1370,B02,Rated Bullet game,Alekhine Defense: John Tracy Gambit,1-0,Normal,60+0,1247,,,,Bullet,Alekhine Defense,2101,-123,1308.5
98115,1462,B10,Rated Bullet game,Caro-Kann Defense,0-1,Time forfeit,60+0,1481,,,,Bullet,Caro-Kann Defense,6878,19,1471.5
98128,1567,B27,Rated Bullet game,Sicilian Defense: Hyperaccelerated Pterodactyl,0-1,Time forfeit,120+1,1649,,,,Bullet,Sicilian Defense,27238,82,1608.0
98149,1441,D00,Rated Bullet tournament https://lichess.org/tournament/axwWaNhV,Queen's Pawn Game: Mason Attack,0-1,Normal,60+1,1366,,,,Bullet,Queen's Pawn Game,13096,-75,1403.5
98160,1369,C30,Rated Bullet tournament https://lichess.org/tournament/axwWaNhV,King's Gambit,0-1,Normal,60+1,1342,,,,Bullet,King's Gambit,591,-27,1355.5
98161,1348,A40,Rated Bullet game,Horwitz Defense,0-1,Normal,120+1,1296,,,,Bullet,Horwitz Defense,2191,-52,1322.0
98163,1419,B40,Rated Bullet game,Sicilian Defense: Marshall Counterattack,1-0,Time forfeit,60+0,1242,,,,Bullet,Sicilian Defense,27238,-177,1330.5
98166,1603,A03,Rated Bullet tournament https://lichess.org/tournament/ls6QeApZ,Bird Opening: Williams Gambit,0-1,Normal,60+0,1473,,,,Bullet,Bird Opening,1581,-130,1538.0
98168,1455,A40,Rated Bullet tournament https://lichess.org/tournament/axwWaNhV,English Defense #2,0-1,Normal,60+1,1499,,,,Bullet,English Defense,795,44,1477.0
98183,1381,B02,Rated Bullet game,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",0-1,Normal,60+0,1389,,,,Bullet,Alekhine Defense,2101,8,1385.0
98184,1345,D31,Rated Bullet game,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation",1-0,Time forfeit,120+1,1385,,,,Bullet,Semi-Slav Defense,1054,40,1365.0
98194,1349,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Time forfeit,120+1,1323,,,,Bullet,Queen's Pawn Game,13096,-26,1336.0
98198,1658,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",1-0,Time forfeit,60+0,1611,,,,Bullet,King's Gambit Declined,743,-47,1634.5
98215,1341,D04,Rated Bullet game,Queen's Pawn Game: Colle System,1-0,Normal,120+1,1292,,,,Bullet,Queen's Pawn Game,13096,-49,1316.5
98219,1500,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Normal,120+1,1500,,,,Bullet,Robatsch (Modern) Defense,867,0,1500.0
98224,1500,C10,Rated Bullet tournament https://lichess.org/tournament/ls6QeApZ,French Defense: Marshall Variation,0-1,Time forfeit,60+0,1224,,,,Bullet,French Defense,13036,-276,1362.0
98233,1333,D20,Rated Bullet game,Queen's Gambit Accepted,1-0,Time forfeit,60+0,1358,,,,Bullet,Queen's Gambit Accepted,2590,25,1345.5
98273,1623,C40,Rated Bullet tournament https://lichess.org/tournament/d7EQhODa,King's Pawn Game: Busch-Gass Gambit,0-1,Normal,60+0,1534,,,,Bullet,King's Pawn Game,6903,-89,1578.5
98331,1481,A00,Rated Bullet game,Hungarian Opening: Symmetrical Variation,0-1,Normal,60+0,1460,,,,Bullet,Hungarian Opening,2313,-21,1470.5
98338,1616,C13,Rated Bullet game,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",1-0,Time forfeit,60+0,1656,,,,Bullet,French Defense,13036,40,1636.0
98349,1478,C41,Rated Bullet game,Philidor Defense #2,0-1,Normal,60+0,1455,,,,Bullet,Philidor Defense,5391,-23,1466.5
98362,1361,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,1-0,Time forfeit,60+0,1366,,,,Bullet,Queen's Pawn Game,13096,5,1363.5
98367,1262,A00,Rated Bullet game,Hungarian Opening,1/2-1/2,Normal,120+1,1415,,,,Bullet,Hungarian Opening,2313,153,1338.5
98370,1342,B20,Rated Bullet game,Sicilian Defense,0-1,Normal,60+0,1355,,,,Bullet,Sicilian Defense,27238,13,1348.5
98373,1399,D00,Rated Bullet game,Blackmar-Diemer Gambit: Pietrowsky Defense,0-1,Time forfeit,60+0,1383,,,,Bullet,Blackmar-Diemer Gambit,631,-16,1391.0
98374,1697,D11,Rated Bullet game,Slav Defense: Modern Line,0-1,Normal,60+0,1628,,,,Bullet,Slav Defense,2437,-69,1662.5
98378,1378,C30,Rated Bullet game,King's Gambit,0-1,Time forfeit,60+0,1391,,,,Bullet,King's Gambit,591,13,1384.5
98385,1547,A45,Rated Bullet tournament https://lichess.org/tournament/nb88Qdfq,Trompowsky Attack,0-1,Normal,60+1,1446,,,,Bullet,Trompowsky Attack,422,-101,1496.5
98399,1500,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Normal,60+0,1523,,,,Bullet,Queen's Pawn Game,13096,23,1511.5
98401,1692,B01,Rated Bullet game,Scandinavian Defense: Blackburne-Kloosterboer Gambit,0-1,Normal,60+0,1677,,,,Bullet,Scandinavian Defense,7890,-15,1684.5
98402,1382,B07,Rated Bullet game,Pirc Defense: Classical Variation,0-1,Time forfeit,120+1,1563,,,,Bullet,Pirc Defense,2814,181,1472.5
98406,1783,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #4,0-1,Time forfeit,120+1,1552,,,,Bullet,Nimzo-Larsen Attack,2228,-231,1667.5
98408,1549,C00,Rated Bullet tournament https://lichess.org/tournament/nb88Qdfq,French Defense: Knight Variation,1-0,Normal,60+1,1111,,,,Bullet,French Defense,13036,-438,1330.0
98416,1485,D04,Rated Bullet game,"Queen's Pawn Game: Colle System, Anti-Colle",1-0,Normal,120+1,1508,,,,Bullet,Queen's Pawn Game,13096,23,1496.5
98450,1486,C42,Rated Bullet tournament https://lichess.org/tournament/nb88Qdfq,Russian Game: Three Knights Game,0-1,Normal,60+1,1462,,,,Bullet,Russian Game,2640,-24,1474.0
98454,1643,D13,Rated Bullet game,Slav Defense: Exchange Variation,0-1,Normal,120+1,1690,,,,Bullet,Slav Defense,2437,47,1666.5
98455,1528,B07,Rated Bullet game,Pirc Defense #4,0-1,Time forfeit,60+0,1544,,,,Bullet,Pirc Defense,2814,16,1536.0
98471,1425,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,1472,,,,Bullet,Hungarian Opening,2313,47,1448.5
98474,1485,C34,Rated Bullet game,"King's Gambit Accepted, MacLeod Defense",1-0,Normal,60+0,1503,,,,Bullet,King's Gambit Accepted,1706,18,1494.0
98476,1255,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Time forfeit,60+0,1346,,,,Bullet,Zukertort Opening,3388,91,1300.5
98480,1374,C45,Rated Bullet game,Scotch Game,0-1,Time forfeit,120+1,1344,,,,Bullet,Scotch Game,4227,-30,1359.0
98483,1320,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",1-0,Time forfeit,120+1,1384,,,,Bullet,King's Gambit Declined,743,64,1352.0
98489,1500,A40,Rated Bullet game,"Englund Gambit Declined, Reversed Alekhine",1-0,Normal,15+2,1543,,,,Bullet,Englund Gambit Declined,594,43,1521.5
98509,1316,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,120+1,1298,,,,Bullet,Scandinavian Defense,7890,-18,1307.0
98524,1572,A45,Rated Bullet game,Indian Game,0-1,Time forfeit,120+1,1621,,,,Bullet,Indian Game,4090,49,1596.5
98525,1465,B20,Rated Bullet game,Sicilian Defense,0-1,Normal,120+1,1500,,,,Bullet,Sicilian Defense,27238,35,1482.5
98549,1590,C46,Rated Bullet game,Four Knights Game: Italian Variation,1-0,Normal,60+0,1583,,,,Bullet,Four Knights Game,3524,-7,1586.5
98567,1614,D44,Rated Bullet game,Queen's Gambit Declined: Vienna Variation,1-0,Normal,60+0,1619,,,,Bullet,Queen's Gambit Declined,4145,5,1616.5
98645,1509,C00,Rated Bullet game,French Defense #2,0-1,Normal,60+0,1489,,,,Bullet,French Defense,13036,-20,1499.0
98654,1674,C24,Rated Bullet game,Bishop's Opening: Ponziani Gambit,0-1,Normal,15+4,1555,,,,Bullet,Bishop's Opening,2817,-119,1614.5
98662,1681,C01,Rated Bullet game,French Defense: Exchange Variation,0-1,Normal,120+1,1702,,,,Bullet,French Defense,13036,21,1691.5
98671,1446,E24,Rated Bullet game,"Nimzo-Indian Defense: SÃ¤misch Variation, Accelerated",1-0,Normal,120+1,1460,,,,Bullet,Nimzo-Indian Defense,1319,14,1453.0
98672,1366,A00,Rated Bullet game,Polish Opening: Birmingham Gambit,0-1,Time forfeit,60+0,1350,,,,Bullet,Polish Opening,733,-16,1358.0
98678,1332,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,60+0,1320,,,,Bullet,Queen's Pawn Game,13096,-12,1326.0
98680,1636,C40,Rated Bullet game,King's Pawn Game: Busch-Gass Gambit,1-0,Normal,60+0,1633,,,,Bullet,King's Pawn Game,6903,-3,1634.5
98694,1392,A43,Rated Bullet game,Old Benoni Defense,0-1,Time forfeit,60+0,1364,,,,Bullet,Old Benoni Defense,867,-28,1378.0
98697,1672,C00,Rated Bullet game,Queen's Pawn Game: Franco-Sicilian Defense,0-1,Time forfeit,60+0,1643,,,,Bullet,Queen's Pawn Game,13096,-29,1657.5
98698,1356,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,1284,,,,Bullet,Hungarian Opening,2313,-72,1320.0
98713,1450,C24,Rated Bullet game,Bishop's Opening: Berlin Defense,1-0,Normal,60+0,1586,,,,Bullet,Bishop's Opening,2817,136,1518.0
98714,1488,A40,Rated Bullet game,Englund Gambit,1-0,Normal,60+0,1450,,,,Bullet,Englund Gambit,651,-38,1469.0
98718,1448,A00,Rated Bullet game,Ware Opening,1-0,Normal,15+2,1787,,,,Bullet,Ware Defense,185,339,1617.5
98728,1489,A00,Rated Bullet game,Mieses Opening,0-1,Normal,60+0,1469,,,,Bullet,Mieses Opening,881,-20,1479.0
98736,1499,C36,Rated Bullet game,"King's Gambit Accepted, Modern Defense",1-0,Normal,60+0,1531,,,,Bullet,King's Gambit Accepted,1706,32,1515.0
98772,1333,B01,Rated Bullet game,Scandinavian Defense,0-1,Time forfeit,60+0,1278,,,,Bullet,Scandinavian Defense,7890,-55,1305.5
98777,1645,B76,Rated Bullet game,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",1-0,Time forfeit,120+1,1655,,,,Bullet,Sicilian Defense,27238,10,1650.0
98781,1617,A40,Rated Bullet game,Queen's Pawn,0-1,Normal,60+0,1614,,,,Bullet,Queen's Pawn Game,1407,-3,1615.5
98786,1375,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,120+1,1424,,,,Bullet,Van't Kruijs Opening,2719,49,1399.5
98819,1703,A40,Rated Bullet game,"Englund Gambit Declined, Reversed French",1-0,Normal,120+1,1660,,,,Bullet,Englund Gambit Declined,594,-43,1681.5
98831,1340,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,60+0,1313,,,,Bullet,Van't Kruijs Opening,2719,-27,1326.5
98832,1500,A00,Rated Bullet game,Polish Opening,0-1,Normal,60+0,1464,,,,Bullet,Polish Opening,733,-36,1482.0
98833,1665,B52,Rated Bullet game,"Sicilian Defense: Canal-Sokolsky Attack, Sokolsky Variation",1/2-1/2,Normal,120+1,1706,,,,Bullet,Sicilian Defense,27238,41,1685.5
98877,1251,C57,Rated Bullet game,"Italian Game: Two Knights Defense, Fried Liver Attack",1-0,Normal,120+1,1534,,,,Bullet,Italian Game,8617,283,1392.5
98884,1616,B23,Rated Bullet game,Sicilian Defense: Closed Variation,0-1,Normal,60+0,1616,,,,Bullet,Sicilian Defense,27238,0,1616.0
98885,1415,B06,Rated Bullet game,Modern Defense,1-0,Normal,60+0,1421,,,,Bullet,Modern Defense,3666,6,1418.0
98932,1515,A00,Rated Bullet game,Saragossa Opening,0-1,Time forfeit,60+0,1729,,,,Bullet,Saragossa Opening,513,214,1622.0
98936,1312,B00,Rated Bullet tournament https://lichess.org/tournament/Urs3rAHi,Owen Defense,1-0,Time forfeit,30+0,1584,,,,Bullet,Owen Defense,1829,272,1448.0
98938,1690,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,1/2-1/2,Normal,120+1,1683,,,,Bullet,Sicilian Defense,27238,-7,1686.5
98939,1603,A43,Rated Bullet tournament https://lichess.org/tournament/Urs3rAHi,Old Benoni Defense,0-1,Time forfeit,30+0,1592,,,,Bullet,Old Benoni Defense,867,-11,1597.5
